confidence_level,data_origin,direct_goal_combinations_estimated,engine_weight_limit,estimation_method,matches_together,method_note,pair_id,player_a_role_group,player_a_wc_id,player_b_role_group,player_b_wc_id,shared_minutes_estimated,source_basis,starts_together,synergy_score_estimated,synergy_type_estimated,team_goals_with_both_on_pitch,team_wc_id,year
D,estimated_proxy,,0.16,G3_pair_minutes_role_complementarity_v1,3,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_73764_1986_player_p_94024_1986,ST,player_p_73764_1986,GK,player_p_94024_1986,138,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",1,25.88,forward_pair,1,team_bulgaria_1986,1986
D,estimated_proxy,,0.16,G3_pair_minutes_role_complementarity_v1,3,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_08726_1986_player_p_94024_1986,ST,player_p_08726_1986,GK,player_p_94024_1986,159,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",1,27.65,forward_pair,1,team_bulgaria_1986,1986
C,estimated_proxy,,0.28,G3_pair_minutes_role_complementarity_v1,3,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_05061_1986_player_p_86608_1986,ST,player_p_05061_1986,CB,player_p_86608_1986,211,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",2,36.25,forward_pair,2,team_bulgaria_1986,1986
C,estimated_proxy,,0.28,G3_pair_minutes_role_complementarity_v1,4,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_05061_1986_player_p_25752_1986,ST,player_p_05061_1986,CB,player_p_25752_1986,282,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",3,45.76,forward_pair,2,team_bulgaria_1986,1986
D,estimated_proxy,0.18,0.16,G3_pair_minutes_role_complementarity_v1,3,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_05061_1986_player_p_99064_1986,ST,player_p_05061_1986,CM,player_p_99064_1986,131,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",2,36.78,creator_finisher_pair,1,team_bulgaria_1986,1986
C,estimated_proxy,0.31,0.28,G3_pair_minutes_role_complementarity_v1,4,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_05061_1986_player_p_09476_1986,ST,player_p_05061_1986,CM,player_p_09476_1986,282,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",3,53.76,creator_finisher_pair,2,team_bulgaria_1986,1986
C,estimated_proxy,,0.28,G3_pair_minutes_role_complementarity_v1,3,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_05061_1986_player_p_91932_1986,ST,player_p_05061_1986,ST,player_p_91932_1986,232,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",3,41.53,forward_pair,2,team_bulgaria_1986,1986
C,estimated_proxy,0.18,0.28,G3_pair_minutes_role_complementarity_v1,3,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_05061_1986_player_p_32755_1986,ST,player_p_05061_1986,CM,player_p_32755_1986,195,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",2,42.2,creator_finisher_pair,1,team_bulgaria_1986,1986
C,estimated_proxy,0.31,0.28,G3_pair_minutes_role_complementarity_v1,3,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_05061_1986_player_p_76141_1986,ST,player_p_05061_1986,CM,player_p_76141_1986,219,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",3,48.43,creator_finisher_pair,2,team_bulgaria_1986,1986
C,estimated_proxy,0.26,0.28,G3_pair_minutes_role_complementarity_v1,3,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_05061_1986_player_p_32447_1986,ST,player_p_05061_1986,CM,player_p_32447_1986,211,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",2,44.25,creator_finisher_pair,2,team_bulgaria_1986,1986
D,estimated_proxy,,0.16,G3_pair_minutes_role_complementarity_v1,2,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_05061_1986_player_p_62546_1986,ST,player_p_05061_1986,CB,player_p_62546_1986,161,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",2,31.32,forward_pair,1,team_bulgaria_1986,1986
D,estimated_proxy,,0.16,G3_pair_minutes_role_complementarity_v1,3,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_05061_1986_player_p_73764_1986,ST,player_p_05061_1986,ST,player_p_73764_1986,119,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",1,24.27,forward_pair,1,team_bulgaria_1986,1986
D,estimated_proxy,,0.16,G3_pair_minutes_role_complementarity_v1,3,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_05061_1986_player_p_08726_1986,ST,player_p_05061_1986,ST,player_p_08726_1986,100,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",0,19.16,forward_pair,1,team_bulgaria_1986,1986
C,estimated_proxy,,0.28,G3_pair_minutes_role_complementarity_v1,3,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_25752_1986_player_p_86608_1986,CB,player_p_25752_1986,CB,player_p_86608_1986,270,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",3,45.75,center_back_pair,2,team_bulgaria_1986,1986
D,estimated_proxy,,0.16,G3_pair_minutes_role_complementarity_v1,3,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_86608_1986_player_p_99064_1986,CB,player_p_86608_1986,CM,player_p_99064_1986,131,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",2,23.78,general_unit_pair,1,team_bulgaria_1986,1986
C,estimated_proxy,,0.28,G3_pair_minutes_role_complementarity_v1,3,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_09476_1986_player_p_86608_1986,CM,player_p_09476_1986,CB,player_p_86608_1986,270,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",3,39.75,general_unit_pair,2,team_bulgaria_1986,1986
C,estimated_proxy,,0.28,G3_pair_minutes_role_complementarity_v1,2,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_86608_1986_player_p_91932_1986,CB,player_p_86608_1986,ST,player_p_91932_1986,180,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",2,33.63,forward_pair,2,team_bulgaria_1986,1986
C,estimated_proxy,,0.28,G3_pair_minutes_role_complementarity_v1,3,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_32755_1986_player_p_86608_1986,CM,player_p_32755_1986,CB,player_p_86608_1986,254,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",3,37.69,general_unit_pair,1,team_bulgaria_1986,1986
C,estimated_proxy,,0.28,G3_pair_minutes_role_complementarity_v1,3,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_76141_1986_player_p_86608_1986,CM,player_p_76141_1986,CB,player_p_86608_1986,207,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",3,34.42,general_unit_pair,2,team_bulgaria_1986,1986
C,estimated_proxy,,0.28,G3_pair_minutes_role_complementarity_v1,3,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_32447_1986_player_p_86608_1986,CM,player_p_32447_1986,CB,player_p_86608_1986,270,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",3,39.75,general_unit_pair,2,team_bulgaria_1986,1986
D,estimated_proxy,,0.16,G3_pair_minutes_role_complementarity_v1,1,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_62546_1986_player_p_86608_1986,CB,player_p_62546_1986,CB,player_p_86608_1986,90,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",1,22.82,center_back_pair,1,team_bulgaria_1986,1986
D,estimated_proxy,,0.16,G3_pair_minutes_role_complementarity_v1,2,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_73764_1986_player_p_86608_1986,ST,player_p_73764_1986,CB,player_p_86608_1986,48,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",0,14.76,forward_pair,1,team_bulgaria_1986,1986
D,estimated_proxy,,0.16,G3_pair_minutes_role_complementarity_v1,3,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_08726_1986_player_p_86608_1986,ST,player_p_08726_1986,CB,player_p_86608_1986,159,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",1,27.65,forward_pair,1,team_bulgaria_1986,1986
D,estimated_proxy,,0.16,G3_pair_minutes_role_complementarity_v1,3,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_25752_1986_player_p_99064_1986,CB,player_p_25752_1986,CM,player_p_99064_1986,131,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",2,23.78,general_unit_pair,1,team_bulgaria_1986,1986
C,estimated_proxy,,0.28,G3_pair_minutes_role_complementarity_v1,4,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_09476_1986_player_p_25752_1986,CM,player_p_09476_1986,CB,player_p_25752_1986,360,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",4,50.86,general_unit_pair,2,team_bulgaria_1986,1986
C,estimated_proxy,,0.28,G3_pair_minutes_role_complementarity_v1,3,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_25752_1986_player_p_91932_1986,CB,player_p_25752_1986,ST,player_p_91932_1986,232,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",3,41.53,forward_pair,2,team_bulgaria_1986,1986
C,estimated_proxy,,0.28,G3_pair_minutes_role_complementarity_v1,3,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_25752_1986_player_p_32755_1986,CB,player_p_25752_1986,CM,player_p_32755_1986,254,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",3,37.69,general_unit_pair,1,team_bulgaria_1986,1986
C,estimated_proxy,,0.28,G3_pair_minutes_role_complementarity_v1,4,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_25752_1986_player_p_76141_1986,CB,player_p_25752_1986,CM,player_p_76141_1986,297,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",4,45.53,general_unit_pair,2,team_bulgaria_1986,1986
C,estimated_proxy,,0.28,G3_pair_minutes_role_complementarity_v1,4,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_25752_1986_player_p_32447_1986,CB,player_p_25752_1986,CM,player_p_32447_1986,289,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",3,41.35,general_unit_pair,2,team_bulgaria_1986,1986
C,estimated_proxy,,0.28,G3_pair_minutes_role_complementarity_v1,2,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_25752_1986_player_p_62546_1986,CB,player_p_25752_1986,CB,player_p_62546_1986,180,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",2,33.93,center_back_pair,1,team_bulgaria_1986,1986
D,estimated_proxy,,0.16,G3_pair_minutes_role_complementarity_v1,3,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_25752_1986_player_p_73764_1986,CB,player_p_25752_1986,ST,player_p_73764_1986,138,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",1,25.88,forward_pair,1,team_bulgaria_1986,1986
D,estimated_proxy,,0.16,G3_pair_minutes_role_complementarity_v1,3,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_08726_1986_player_p_25752_1986,ST,player_p_08726_1986,CB,player_p_25752_1986,159,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",1,27.65,forward_pair,1,team_bulgaria_1986,1986
D,estimated_proxy,0.1,0.16,G3_pair_minutes_role_complementarity_v1,3,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_09476_1986_player_p_99064_1986,CM,player_p_09476_1986,CM,player_p_99064_1986,131,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",2,30.78,midfield_core_pair,1,team_bulgaria_1986,1986
D,estimated_proxy,0.18,0.16,G3_pair_minutes_role_complementarity_v1,2,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_91932_1986_player_p_99064_1986,ST,player_p_91932_1986,CM,player_p_99064_1986,111,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",2,35.09,creator_finisher_pair,1,team_bulgaria_1986,1986
D,estimated_proxy,0.1,0.16,G3_pair_minutes_role_complementarity_v1,3,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_32755_1986_player_p_99064_1986,CM,player_p_32755_1986,CM,player_p_99064_1986,131,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",2,30.78,midfield_core_pair,1,team_bulgaria_1986,1986
D,estimated_proxy,0.1,0.16,G3_pair_minutes_role_complementarity_v1,2,Sinergia estimada por convivência em campo e complementaridade funcional; não representa tracking real nem combinação direta observada salvo quando houver dado complementar futuro.,pair_team_bulgaria_1986_player_p_76141_1986_player_p_99064_1986,CM,player_p_76141_1986,CM,player_p_99064_1986,111,"[""player_pair_minutes.shared_minutes_estimated"", ""player_pair_minutes.starts_together"", ""player_pair_minutes.matches_together"", ""player_pair_minutes.team_goals_with_both_on_pitch"", ""player_world_cup.primary_position_wc""]",2,29.09,midfield_core_pair,1,team_bulgaria_1986,1986
